stock_index,dt,id,key_sentence
600143,2019-08-19,600143_2019-08-19_1,物可降解塑料和LCP等领域；同时公司签订氢能源合作框架协议，副产氢有望在长期内贡献经济效益提升。尽管传统业务受汽车销售疲弱影响增速下滑，但是我们认__建设，布局覆盖全省的氢能供给网络。在当前氢能源快速发展的时点下，此项布局有望为公司带来新的增长契机。
601678,2019-09-02,601678_2019-09-02_1,业链框架基本搭建起来，主营盈利稳中向好，氢能源项目已经部分试车成功，其它新建项目也将投产，业绩有望进一步提升。__。公司利用烧碱生产过程中的副产品氢气布局氢能源项目，不仅提高了氢气的附加价值，还有望让公司成为此板块的行业领先者。此外，公司还有高纯度氢氟酸、六氟
601633,2019-09-07,601633_2019-09-07_1,，均均有自主研发生产能力。对于面向未来的氢能源技术也是深度前瞻布局，研发投入毫不犹豫，硬核之上，未来可期。   
002221,2019-04-22,002221_2019-04-22_2,"盈利水平仍低于同行企业.关注新项目投产和氢能源利用新业务拓展进度,维持公司""增持""评级.   __易和加工业务稳步扩张.另外,公司积极参与氢能源业务开展,率先占领南京地区加氢网络,同时自身所有产能建成后,将拥有近10万吨氢气资源,产业链上游和终"
002564,2020-04-01,002564_2020-04-01_1,多业务切入产业链。天沃科技在多个领域涉及氢能源业务，氢能源是公司规划目标构建清洁能源综合供应商又一战略支柱。公司全资子公司张化机正在研究进入储氢罐
300234,2019-10-25,300234_2019-10-25_1,19年Q3传统业务提升，同时布局氢能源业务   __等需求不及预期；应收账款风险；订单风险；氢能源项目投资不及预期；大股东减持风险；暂停上市风险。
600273,2020-04-30,600273_2020-04-30_1,　　逐步完善氢能源产业链布局。2019年公司先后和美国空气产品公司合作，利用公司的副产氢气和园区内低成本工业液氮，引进__目技改，建设氢气提纯和液化装置。加快完善氢能源产业链的布局。   
600273,2020-04-17,600273_2020-04-17_2,持续发力氢能源，受益氢能大发展。公司持续发力氢能源产业，利用副产氢气进行提纯，与美国空气产品公司和三江化工签署三方
002648,2019-04-18,002648_2019-04-18_3,设立氢能科技公司，积极布局氢能源业务。公司近期公告设立卫星氢能，开展氢能源业务拓展、参与氢能利用技术开发、寻求加氢站建设，以及积极参
600459,2020-01-21,600459_2020-01-21_1,氢能源汽车发展或使铂金需求量大幅增加。国家高度重视氢能产业发展，燃料电池技术被列入《“十三五”战略性新兴产__水平处于国内领先水平，随着环保要求提高和氢能源的发展，公司具备一定竞争优势，或将受益于钯、铂等贵金属材料需求的增加，首次给予公司“增持”投资评级。__：(1)经济下行导致汽车销量下降；（2）氢能源汽车发展不及预期；（3）公司项目进展不及预期。
002221,2020-08-20,002221_2020-08-20_3,　贸易业务剥离顺利，聚焦聚丙烯、新材料和氢能源产业。   __原料的新材料产业，和以副产氢气为原材料的氢能源产业。   
600989,2020-08-11,600989_2020-08-11_4,成本壁垒，长期看好烯烃、焦炭扩产规划以及氢能源布局打开成长空间。维持公司2020-2022年归母净利润预测为41.5/56.1/61.1亿元，维持__成本壁垒，长期看好烯烃、焦炭扩产规划以及氢能源布局打开成长空间。维持公司2020-2022年归母净利润预测为41.5/56.1/61.1亿元，对应
600875,2019-12-20,600875_2019-12-20_1,政策支持资源丰富，氢燃料电池前景明朗：氢能源相较其他能源具有原料易得、无碳环保的优势。早在2014年发布的《能源发展战略行动（2014-2020__能已经被写入政府工作报告，国家发改委也将氢能源相关的一系列产业列入鼓励类项目。近日，工信部发布《新能源汽车产业发展规划（2021-2035年）》（
600273,2020-03-22,600273_2020-03-22_1,持续发力氢能源，受益氢能大发展。公司持续发力氢能源产业，利用副产氢气进行提纯，与美国空气产品公司和三江化工签署三方
601678,2019-06-03,601678_2019-06-03_1,同时公司拟以现金方式对控股子公司山东滨华氢能源有限公司（以下简称“氢能公司”）增资1.5亿元人民币，增资完成后将持有氢能公司97.5%的股权，增资__　　氢能源项目发展驶入快车道。子公司氢能公司目前主要业务是将公司离子膜烧碱装置的工业氢气净化后达到氢燃料电池汽
000723,2019-10-23,000723_2019-10-23_1,并直接增资氢燃料电池生产商国鸿氢能，贯通氢能源产业链。   __积极布局氢能源产业链，未来发展空间巨大：1）国鸿氢能作为全球最大燃料电池电堆生产商，年产燃料电池电推2万台，燃料电
603158,2019-10-13,603158_2019-10-13_1,国内燃料电池专家徐洪峰教授及其团队，作为氢能源布局的技术依托，合资设立江苏腾龙氢能源科技有限公司，将积极研发、生产和销售氢燃料电池的上游核心零部件
002221,2020-04-30,002221_2020-04-30_2,　　副产氢气，发展氢能源具有资源优势   __大领域，公司积极与茂名市合作，参与大湾区氢能源产业链建设进程，有利于消化优质氢气。   
002221,2020-03-02,002221_2020-03-02_1,茂名项目开工在即，氢能源新材料双轮驱动。2019年9月公司与茂名市政府签订协议，计划在茂名滨海新区打造世界级绿色化工园区和大__湾区氢能源产业链。茂名项目一期包含2套100万吨/年PDH装置和4套50万吨/年PP装置，并配套建设公用工程和
600273,2020-04-19,600273_2020-04-19_1,　　与行业巨头合作，布局氢能源产业链。2019年公司先后和美国空气产品公司合作，利用公司的副产氢气和园区内低成本工业液氮，引进先进__目技改，建设氢气提纯和液化装置。加快完善氢能源产业链的布局。   
002648,2019-04-22,002648_2019-04-22_1,星氢能，可以将生产过程中富余的氢气，开展氢能源业务拓展、参与氢能利用技术开发、寻求加氢站建设，以及积极参与国内氢能利用产业的发展，贡献低成本、高质
600104,2020-12-07,600104_2020-12-07_1,车。与华谊集团签署战略合作框架协议，开展氢能源领域合作。11月16日，上汽集团、阿里巴巴和浦东新区共同投资的造车项目公布，三方联合打造的高端智能纯__　　在氢能源领域，公司与华谊集团签署战略合作框架协议。华谊集团有着大量的、低成本的氢气资源。上汽集团则将依托自身
600989,2020-10-26,600989_2020-10-26_5,成本壁垒，长期看好烯烃、焦炭扩产规划以及氢能源布局打开成长空间。维持公司2020-2022年EPS预测为0.57/0.77/0.83元，维持目标价__成本壁垒，长期看好烯烃、焦炭扩产规划以及氢能源布局打开成长空间。维持公司2020-2022年归母净利润预测为41.5/56.1/61.1亿元，对应
002648,2020-04-10,002648_2020-04-10_1,　　布局氢能源板块，增厚产业链利润：公司以自有资金设立卫星氢能，将C2、C3产业链低成本的轻烃副产高纯氢气变废为宝__吨/年，公司利用与浙能集团合作契机，布局氢能源综合利用，取代以往直接排空或充当燃料的利用方式，充分发挥公司富余氢气价值。   
603113,2020-08-31,603113_2020-08-31_1,　　青岛新材料与氢能源综合利用项目建设有序推进。公司未来重要看点是青岛新材料与氢能源综合利用项目。根据公司公告，截至上半年
002733,2019-11-28,002733_2019-11-28_1,协议，助力大同氢都建设，未来三年有望落地氢能源专用车1800台，公司发展有望再上新台阶。   
002249,2019-10-31,002249_2019-10-31_1,　　氢能源技术落地迟缓。
002221,2020-11-06,002221_2020-11-06_1,于下游新材料产业的发展以及当量的氢气用于氢能源综合利用产业链。   __以烯烃产业为基础，中小企业协同发展新材料氢能源的产城融合智慧新城；规划建设30平方公里绿色化工基地；推进建设占地800亩的莲头岭创新驱动中心，牵头
601633,2019-05-05,601633_2019-05-05_4,部件体系的开放，产能扩张以及布局的优化，氢能源技术的积淀发展，与宝马合作的稳步推进将提升公司中长期竞争力并培育新的增长点。我们预计公司2019-2
601633,2019-03-25,601633_2019-03-25_4,"实现外销;剥离电池业务,加大对智能驾驶和氢能源的研究投入.公司进一步完善业务梳理,提升品牌实力和制造能力,有望在未来实现改革效益.   "
600273,2019-10-28,600273_2019-10-28_1,因素：原材料价格波动；光伏产业政策波动；氢能源政策落地不及预期。
000969,2019-09-04,000969_2019-09-04_1,科技服务业”四大板块作为核心业务板块，在氢能源（安泰环境）、军工、航天、船舶均有应用。公司多种新材料具有核心竞争力，公司是非晶带材的国内龙头，打破
000338,2019-08-30,000338_2019-08-30_6,布局氢能源，强化商用车动力领导地位   
002221,2020-05-08,002221_2020-05-08_1,原料的新材料产业，和以副产氢气为原材料的氢能源产业。   __业的同时，公司积极参与长三角、珠三角地区氢能源产业链的建设。   
002665,2019-05-16,002665_2019-05-16_1,不少于3座制氢工厂，并建设3-5座分布式氢能源电站，实现清洁热电联供。   
002221,2020-05-28,002221_2020-05-28_1,剥离贸易后公司将成为纯粹的PDH、PP及氢能源利用企业，公司产能领先且稳步扩张。公司现拥有PDH产能126万吨（国内第一），PP产能80万吨（民企
300234,2019-09-11,300234_2019-09-11_1,绩拐点显现，公司加大对新业务的开拓，布局氢能源建设外，积极开拓环保新菜品，预计公司2019-2020年EPS为0.51、0.90元，对应PE为23
601633,2019-07-02,601633_2019-07-02_1,.因时而变，多方出击，智能驾驶、电动车和氢能源重点突破。   
601633,2019-07-22,601633_2019-07-22_5,国化，管理治理引入外部优秀人才，大力发展氢能源）将进一步提升公司竞争实力。预计公司20年新平台新车型将推出，21年有望量产与宝马合作车型，公司有望
600989,2020-03-16,600989_2020-03-16_4,做大做强现有业务产能，并布局氢能源产业   
002438,2020-03-31,002438_2020-03-31_1,产品线，另一方面持续布局核化工\核军工\氢能源\高端特种阀门等领域，其中部分产品取得实质性突破：1）核电地坑过滤器取得突破，19年首次取得收入0.
002438,2020-08-11,002438_2020-08-11_1,展，沿着应用领域从核电向核化工/核军工/氢能源系统拓展，沿着产业链向上游法兰/下游能源管理项目拓展，当前乏燃料/合同能源项目均取得突破，且大股东认
600166,2019-07-05,600166_2019-07-05_1,，2006年开始氢燃料汽车规划，掌握核心氢能源燃料电池技术，不断拓展应用场景，产品市场化程度不断提高，愈加受到消费者认可。   
601238,2020-01-07,601238_2020-01-07_1,20年还将推出CH-REV版和Mirai氢能源汽车等。预计2020年销量有望继续保持较高增长。   
300409,2020-05-11,300409_2020-05-11_1,"合重塑科技及马东生设立道氏云杉,旨在研发氢能源核心组件膜电极组件,研发人员来自国际一流研究机构,未来有望实现率先实现技术突破。   "
601678,2019-03-16,601678_2019-03-16_1,级要求。六氟磷酸锂项目、环氧氯丙烷项目及氢能源项目正在积极推进。煤炭铁路物流项目的土地审批已完成，合资公司组建准备工作也已基本完成。同时，公司公告
601678,2019-08-21,601678_2019-08-21_1,于进行投资及行业并购。氢能公司投资建设的氢能源项目，已顺利打通全部流程，并于2019年5月8日将精制氢气第一次充入长管车内，实现氢气充装量1000
600758,2019-04-29,600758_2019-04-29_1,本合资设立红阳国氢股权投资公司，积极布局氢能源领域。公司后续转型值得期待。   
600758,2020-04-29,600758_2020-04-29_1,本合资设立红阳国氢股权投资公司，积极布局氢能源领域。实现多元化发展。   
600691,2019-04-29,600691_2019-04-29_1,资、吸引周边企业依托工业气体投资建设下游氢能源产业提供了良好条件。   
002430,2019-07-30,002430_2019-07-30_1,客户为主，公司将在医疗气体、半导体特旗和氢能源领域积极探索。该项目是公司首个直接为集成电路行业服务的工业供气项目，是公司气体业务在先进制造行业中电
001696,2019-09-16,001696_2019-09-16_1,零部件材料”等产品的布局。子公司重庆宗申氢能源动力积极发展核心小型燃料电池系统和应用技术，重点开展5Kw以下模块化产品的研发，努力构建30KW以上
600273,2019-04-23,600273_2019-04-23_1,与国投聚力签订战略合作协议。双方约定将在氢能源领域、页岩气分离和加工领域进行合作；双方将成立产业基金，在新能源、新材料一体化解决方案上合作。   
002438,2020-08-11,002438_2020-08-11_6,大唐电力、恒力石化等大型公司，并战略布局氢能源阀门，探索潜在新市场；3）核电：1H20期间新增订单2.78亿元、同比高增71%，实现收入1.54亿
600143,2020-10-15,600143_2020-10-15_1,能碳纤维及复合材料、特种工程塑料、轻烃及氢能源、环保高性能再生塑料六大类，广泛应用于汽车、新能源、通讯等行业。公司陆续研发并孵化出LCP材料、高温
600066,2020-01-02,600066_2020-01-02_1,公司通过提升产品性能、开发智能驾驶技术和氢能源技术，可以增加产品的附加值，进而提升产品的价格和盈利能力；海外市场空间大，利润高，新能源带给了公司发
002249,2019-01-24,002249_2019-01-24_1,整合资源，强势推进燃料电池产业。公司进军氢能源领域，2016年认购全球氢燃料电池龙头巴拉德9.9%股份，2017年获得巴拉德氢燃料电池技术授权，快
002249,2019-09-02,002249_2019-09-02_1,新能源汽车发展不及预期，氢能源技术落地迟缓。
601678,2020-04-27,601678_2020-04-27_1,氟磷酸锂装置运行稳定，产品质量逐步提升，氢能源项目也于2019年5月8日一次性开车成功，从而给公司竞争力带来有效支撑。   
000723,2020-04-27,000723_2020-04-27_2,，我们给予公司焦炭板块150亿元的估值、氢能源板块230亿元市值，新增募投项目的焦炭/制氢/化产品可分别增加25亿/15/30元市值，预计公司合理
002221,2020-10-29,002221_2020-10-29_1,设后还将新增20万吨氢气。我们认为，未来氢能源有望成为支持公司长期发展的又一重要产品。   
002639,2020-04-07,002639_2020-04-07_1,料电池产业化步伐，在福州与重庆等城市推广氢能源在商用车上的应用。同时，公司积极推动加氢站建设运营，筹划在福州建设固定式加氢站，并参与行业标准制定。
001696,2020-04-02,001696_2020-04-02_1,、核心零部件材料”等产品或业务的布局。在氢能源业务方面：公司完成氢燃料电池分布式发电和叉车应用场景演示。公司高端零部件业务已覆盖至变速箱、发动机缸
603158,2019-06-21,603158_2019-06-21_1,氢燃料电池汽车应用领域，将借助新源动力在氢能源应用领域的经验、技术和销售渠道，进一步研发适用于氢燃料电池汽车的相关汽车零部件产品和技术，持续开拓包
600323,2020-01-23,600323_2020-01-23_1,燃气销量持续快速增长，氢能源项目投产有望提振估值及业绩。受益于煤改气及工业客户的快速开拓，近两年公司燃气销售量4.2（+28%）
601633,2020-07-22,601633_2020-07-22_1,种车型，以及传统燃油/混合动力/纯电动/氢能源多种动力方案。其中燃油动力搭载4款发动机，热效率2025年有望达51.5%，混合动力分别打造了DHT
600989,2020-03-14,600989_2020-03-14_1,加大现代煤化工布局，类似于美锦能源的布局氢能源业务，所以相比于同行我们应当给予公司更高的估值。首次覆盖，给予“买入”评级。   
600875,2019-11-08,600875_2019-11-08_1,新兴成长产业实现快速发展，环保业务放量，氢能源及智能装备行业集成等方向蓄势待发   
000990,2020-07-28,000990_2020-07-28_1,二烯产业链。此外公司与AP合资设立的诚志氢能源与常熟高新区政府签订加快建设首套加氢站与区域投资运营中心的协议，氢能业务布局积极推进中。   
600143,2020-07-13,600143_2020-07-13_2,能碳纤维及复合材料、特种工程塑料、轻烃及氢能源、环保高性能再生塑料六大类，广泛应用于汽车、新能源、通讯等行业。公司陆续研发并孵化出LCP材料、高温
600143,2019-10-29,600143_2019-10-29_2,建设，布局覆盖全省的氢能供给网络。在当前氢能源快速发展的时点下，此项布局有望为公司带来崭新增长契机。
600143,2019-11-21,600143_2019-11-21_1,建设，布局覆盖全省的氢能供给网络。在当前氢能源快速发展的时点下，此项布局有望为公司带来崭新增长契机。
300416,2020-04-10,300416_2020-04-10_1,域，追踪5G通信、AI、机器人、无人机、氢能源等新兴行业。产品品类提升叠加市场的拓展，设备业务有望延续快速增长态势。   
000338,2019-04-29,000338_2019-04-29_3,随着氢能源政策地位的提升，潍柴动力的提前布局将会使公司受益颇多。   
300145,2020-08-26,300145_2020-08-26_1,贵金属回收业务，未来铂系金属业务有望受益氢能源行业发展迎来量价齐升局面。   
000723,2020-08-07,000723_2020-08-07_1,预案，我们给予焦炭板块150亿元的估值、氢能源板块230亿元市值，对应目标价9.27元。尽管焦炭盈利波动较大，但氢能板块存在成长性和估值提升潜力，
000723,2019-10-30,000723_2019-10-30_1,积极布局氢能源产业链，未来发展空间巨大：1）国鸿氢能作为全球最大燃料电池电堆生产商，年产燃料电池电推2万台，燃料电
601965,2019-08-29,601965_2019-08-29_3,公司积极布局前瞻性检测，如智能驾驶检测，氢能源检测，并投资建设智能驾驶、智能网联检测基地，并牵头智能检测相关标准，有望在自动驾驶网联等方面引领行业
601633,2019-03-25,601633_2019-03-25_6,车项目提升品牌影响并布局未来，面向未来的氢能源领域也已完成前瞻布局，公司将实现多点发力，我们认为120万销量将只是一个新的起点，长期看好公司未来发
601633,2020-04-27,601633_2020-04-27_8,EV、PHEV三种技术架构的车型开发以及氢能源车型的布局。   
600273,2019-11-13,600273_2019-11-13_1,因素：原材料价格波动；光伏产业政策波动；氢能源政策落地不及预期。
600273,2019-08-27,600273_2019-08-27_1,因素：原材料价格波动；光伏产业政策波动；氢能源政策落地不及预期。
600273,2020-10-28,600273_2020-10-28_1,因素：原材料价格波动；光伏产业政策波动；氢能源政策落地不及预期。
002648,2019-04-18,002648_2019-04-18_4,成立氢能科技公司，利用富余氢气布局氢能源产业。氢能规划逐渐上升到国家能源战略高度，中国氢能联盟发布了《中国氢能产业研究报告》认为未来氢能在我
603113,2019-01-27,603113_2019-01-27_1,化领域，奠定长期发展基础。公司的新材料与氢能源综合利用项目拟选址于青岛市董家口经济区。项目分期建设，一期建设90万吨/年丙烷脱氢与8×6万吨/年绿
601678,2019-03-15,601678_2019-03-15_2,司与国内氢燃料电池龙头企业亿华通合作布局氢能源产业，滨化集团轻烃、芳烃一体化项目的建设动工，进一步打开上市公司发展空间。   
600378,2020-02-20,600378_2020-02-20_2,公司不仅与清华大学合作推进氢能源燃料电池，并且近期中标全世界最大PSA制氢项目，产氢能力48万Nm3/h，为该领域国内领先企业。  
300145,2019-05-31,300145_2019-05-31_1,着我国成为贵金属工业应用的第一大国，以及氢能源燃料汽车技术的迅速推广，国内铂族等贵金属资源的需求将持续上升，未来铂族金属市场空间广阔。技改项目将有
300145,2020-04-12,300145_2020-04-12_1,炼技术优势明显，未来铂系金属业务有望受益氢能源行业发展迎来量价齐升局面。   
000723,2020-11-03,000723_2020-11-03_1,减持，宏观经济下行导致焦炭需求不及预期，氢能源项目建设不及预期
000723,2020-04-20,000723_2020-04-20_1,盈利中枢以及15倍PE的估值中枢），给予氢能源板块230亿元市值（含增发预案中的氢能项目），其他增发募投项目中，焦炭产品/制氢/化产品可分别增加2
000723,2019-03-31,000723_2019-03-31_1,　　积极布局氢能源产业链，未来发展空间巨大。公司参股的鸿基创能将建成国内首个低成本、高性能膜电极规模化国产生产线，产能
000723,2019-03-04,000723_2019-03-04_1,公司布局氢能源产业链，目前布局设计客车生产，合作生产电池还有加气站等等。   __公司目前已经控股了飞驰汽车，属于氢能源整车制造，目前海外合同是10台车，3台先投入运营。8.5米的车型其他企业大概在200万左右。其余车辆
601965,2019-10-30,601965_2019-10-30_1,，新建长江经济带研发测试基地，并筹建国家氢能源动力质检中心，有望牵头相关标准落地，引领新能源汽车、网联化检测发展。2）行业从成长期进入成熟期，厂商
600323,2020-01-08,600323_2020-01-08_1,/日。燃气业务受益于工业煤改气持续推进，氢能源带来新看点，加之区域外实现突破，有望进一步扩大版图。固废业务的“纵横发展”，纵向不断拓展固废全产业链
601633,2019-04-10,601633_2019-04-10_1,车企业，已有600余人的研发团队全面发力氢能源动力系统集成及整车研发，2020年有望推出氢燃料乘用车样车，2022年冬奥会有望推出氢燃料车型车队，
600273,2019-04-19,600273_2019-04-19_1,，国投聚力有意成为公司战略股东，双方将在氢能源、页岩气分离和加工领域进行合作，并共同成立产业基金，在新能源、新材料一体化解决方案方面深入合作。当前
600273,2020-04-23,600273_2020-04-23_1,因素：原材料价格波动；光伏产业政策波动；氢能源政策落地不及预期。
002648,2019-04-29,002648_2019-04-29_1,浙能集团是浙江省氢能源产业发展的主要平台   
002648,2019-08-01,002648_2019-08-01_11,建成后将富余氢气约25万吨/年，公司布局氢能源板块，设立卫星氢能，充分发挥公司富余氢气的附加值，以成本优势增厚产业链利润。   
002438,2019-11-22,002438_2019-11-22_1,、冶金、能源化工三大业务板块需求齐向好，氢能源阀门研发具亮点   
002733,2019-10-24,002733_2019-10-24_1,落地。据证券时报网报道，公司与国电投签署氢能源项目战略合作框架协议。双方将在氢体系和燃料电池下游应用端开展合作。另外，根据证券时报报道，公司与国家
600143,2020-01-21,600143_2020-01-21_3,品销量加速增长，经营利润显著提升，轻烃及氢能源板块2019年6月纳入公司合并报表范围，通过强化精细化管理及采取节能降耗、降本增效等措施，总体生产状
600143,2020-10-24,600143_2020-10-24_1,能碳纤维及复合材料、特种工程塑料、轻烃及氢能源、环保高性能再生塑料和医疗健康产品等七大类，广泛应用于汽车、家用电器、电子电气、通讯、现代农业、轨道
600143,2020-01-19,600143_2020-01-19_1,能碳纤维及复合材料、特种工程塑料、轻烃及氢能源、环保高性能再生塑料六大类，广泛应用于汽车、家电、新能源、通讯等行业。公司是亚太地区规模最大、产品种
600066,2020-03-31,600066_2020-03-31_2,3.2万，同比减少3.2万，而单价较高的氢能源客车在2019年销量估计同比大幅提升，公司近几年高研发投入取得阶段性效果，产品高端化+新能源化具备可
000338,2019-03-27,000338_2019-03-27_1,随着氢能源政策地位的提升，潍柴动力的提前布局将会使公司受益颇多。   
000723,2020-08-06,000723_2020-08-06_1,减持，宏观经济下行导致焦炭需求不及预期，氢能源项目建设不及预期
002158,2020-04-27,002158_2020-04-27_1,别增长85.5%、79.2%。根据《中国氢能源及燃料电池产业白皮书》测算出2020-2025年、2025-2030年国内燃料电池汽车规模复合增速分
000723,2019-04-02,000723_2019-04-02_1,中通客车，第二名便是飞驰汽车，飞驰汽车的氢能源汽车总销量360+台，市占率20%+；但在客车方面，销量达到190台，市占率40%+。   __国鸿氢能是氢能源布局平台，2016年5月旗下国鸿氢能动力科技公司与巴拉德签署协议，引进9SSL电堆生产技术，根据协议
002221,2020-03-29,002221_2020-03-29_1,建议：公司退出贸易业务转型为化工生产商和氢能源供应商，盈利能力将有望明显改善。预计2019-2021年公司实现归母净利润11.1/18.3/19.
600323,2020-03-01,600323_2020-03-01_3,。燃气业务受益于工业煤改气持续推进，叠加氢能源补贴力度加大，氢站建设版图有望扩大。固废业务方面，公司实施“纵横结合”的发展模式，纵向延伸业务领域至
600273,2019-04-11,600273_2019-04-11_1,，国投聚力有意成为公司战略股东，双方将在氢能源、页岩气分离和加工领域进行合作，并共同成立产业基金，在新能源、新材料一体化解决方案方面深入合作。  
600143,2019-08-16,600143_2019-08-16_1,　　浙能集团是浙江省氢能源产业发展的主要平台   
002221,2020-04-30,002221_2020-04-30_1,丙烯被称为工业的大米，市场空间广阔，随着氢能源的应用，PP的成本优势将会更加明显。   
603757,2019-09-02,603757_2019-09-02_1,氢科技建立了产业链合作关系，合肥新沪进行氢能源动力总成液冷泵的相关开发工作（目前处于产品验证阶段）。   
600143,2020-05-13,600143_2020-05-13_1,建设，布局覆盖全省的氢能供给网络。在当前氢能源快速发展的时点下，此项布局有望为公司带来崭新增长契机。
000818,2019-10-08,000818_2019-10-08_1,①基础化工行业景气度减弱，公司战略布局氢能源产业。2019H1公司化工板块营业收入15.22亿（-11.07%），归母净利润1.00亿（-52.__化工板块保持区域龙头优势外，公司积极转型氢能源利用和开发，公司以烧碱副产品氢气为基础，原有氢气充装车间对副产氢气进行干燥提纯后，产品纯度标准达到9
002648,2019-08-01,002648_2019-08-01_6,当前氢能科技的发展已经被提上国家层面，氢能源发展正在步入议事日程，氢能基础设施建设也是目前市场关注的热点领域。在推进氢能源利用产业过程中，低成本
002221,2020-05-06,002221_2020-05-06_1,板块经营平稳，产量和贸易采购量稳重有升，氢能源业务开始起步，有效应对了中美贸易战带来的冲击，全年实现归母净利润11.04亿元，比2018年增加0.
600691,2020-04-10,600691_2020-04-10_1,示：产品价格下降，资产置出存在不确定性，氢能源业务进展慢于预期
600323,2020-04-15,600323_2020-04-15_9,。燃气业务受益于工业煤改气持续推进，叠加氢能源补贴力度加大，氢站建设版图有望扩大。固废业务方面，2019年公司固废业务实现主营业务收入26.50亿
601633,2020-07-24,601633_2020-07-24_2,轿车/MPV车型，支持燃油/混动/纯电/氢能源多种动力方案，2022年常规发动机热效率将达到41%、混动发动机热效率达到42%，2025年，高效发
002648,2019-05-07,002648_2019-05-07_1,布局氢能源板块，成本优势增厚产业链利润：公司在深耕C2、C3产业链的同时，以自有资金设立卫星氢能，将低成本的轻
002237,2019-05-07,002237_2019-05-07_1,纯稀贵金属在电子功能材料、汽车尾气净化和氢能源催化剂等领域具备潜在需求，公司未来有望凭借有研集团的产业经验和技术储备扩张市场，实现产品附加值的进一
000723,2020-02-23,000723_2020-02-23_1,积极布局氢能源产业链，未来发展空间巨大。   
603158,2019-08-20,603158_2019-08-20_1,氢燃料电池汽车应用领域，将借助新源动力在氢能源应用领域的经验、技术和销售渠道，进一步研发适用于氢燃料电池汽车的相关汽车零部件产品和技术，持续开拓包
002648,2019-04-15,002648_2019-04-15_1,洁工艺优势，将生产过程中富余的氢气，开展氢能源业务拓展、参与氢能利用技术开发、寻求加氢站建设，以及积极参与国内氢能利用产业的发展，贡献低成本、高质
300580,2019-04-17,300580_2019-04-17_1,落实燃料电池基础设施建设政策。国家政策向氢能源基础建设的倾斜，将加速氢燃料电池汽车的发展步伐。我们认为顶层设计支持力度已就位，燃料电池汽车后续行情
000723,2020-09-23,000723_2020-09-23_1,减持，宏观经济下行导致焦炭需求不及预期，氢能源项目建设不及预期
600405,2020-03-16,600405_2020-03-16_1,提升公司当前的业务水平。特别指出的公司在氢能源电控领域拥有强大的技术实力，氢燃料DC/DC电源客户覆盖率80%，市场占用率近50%，同时公司新布局
002080,2020-03-18,002080_2020-03-18_1,站用储氢容器生产线项目。未来随着CNG与氢能源市场的成长，公司气瓶业务有望受益。   
300503,2020-10-15,300503_2020-10-15_1,包括主轴、转台、机器人减速器、直线电机、氢能源电池和节能环保领域的燃料电池压缩机、曝气鼓风机等。在公司年初完成收购InfranorHoldingS
601678,2019-08-20,601678_2019-08-20_2,氢能源项目发展驶入快车道。子公司氢能公司目前主要业务是将公司离子膜烧碱装置的工业氢气净化后达到氢燃料电池汽
600405,2020-07-30,600405_2020-07-30_1,，有效提升公司业务水平。特别指出的公司在氢能源电控领域拥有强大的技术实力，氢燃料DC/DC电源客户覆盖率80%，同时公司新布局的增程式系列产品，以
300699,2020-10-30,300699_2020-10-30_1,　公司民品领域应用涵盖了风电、体育用品、氢能源、汽车等诸多存在减重及强度需求的应用场景。在风电等领域公司已经取得市场需求的重大突破，为公司持续贡献
300409,2019-03-21,300409_2019-03-21_1,重塑科技、马东生先生共同出资设立道氏云杉氢能源，主要从事氢燃料膜电极（MEA）等材料的研制和销售，道氏云杉注册资本5000万元，公司出资3100万
002648,2019-04-18,002648_2019-04-18_6,建成后将富余氢气约25万吨/年，可为国内氢能源的开发、推广与利用提供稳定充足的高质量氢能资源。   
002221,2019-08-28,002221_2019-08-28_1,了张家港东华港城加氢站并实现了示范运行。氢能源产业是国家战略支持的新兴产业，公司张家港和宁波的氢气销售均已实现了突破。丙烷脱氢副产氢气的纯度高，品
